cip_year,project_type,source_page,department,project_name,project_id,start_year,end_year,address_location,previous_appropriations,project_total,project_description,project_justification,unidentified_funding,year_2022,year_2023,year_2024,year_2025,year_2026,year_2027
2021,Parks - Miscellaneous Parks,233,Parks & Recreation,Wangenheim Joint Use Facility,S15007,,,Council District: 6; Community Plan: Mira Mesa,9517666,9517667,"This project provides for the design and construction to expand the existing joint use facility by approximately 4.0 acres at Wangenheim Middle School to supplement existing park acreage in the Mira Mesa community. Joint use improvements could include multi-use sports fields, multi-purpose courts, walkways, landscaping, parking, sports field lighting, and improvements to comply with accessibility guidelines. Facilities may include a comfort station if desired by the community.",This project will contribute to satisfying population-based park acreage requirements set forth in the City's General Plan to serve residents in this park-deficient community.,0,0,0,0,0,0,0
2021,Parks - Neighborhood,234,Parks & Recreation,Wightman Street Neighborhood Park,S00767,2022,2022,Council District: 9; Community Plan: Mid-City: City Heights,3490778,3530779,"This project provides for the design and development of Wightman Street Neighborhood Park on 0.9 acres of parkland. The park development will also include the implementation of the Chollas Creek Enhancement Program for Auburn Creek which is located on site. Amenities will include two half-court basketball courts, children's playground, turfed areas, and natural vegetation.",This project will contribute to satisfying the population-based park acreage requirements set forth in the City's General Plan.,0,40000,0,0,0,0,0
2021,Bldg - Pub Safety - Police Fac / Struct,245,Police,Police Range Refurbishment Phase II,S18005,2022,2022,Council District: 9; Community Plan: Mid-City: City Heights,9299999,16100000,"This project includes the demolition of the dilapidated bullet back stops, removal of lead contaminated soil berms, installation of new bullet recovery systems, and other needed improvements throughout the facility.",This project will enhance safety and provide usability as a training academy for the San Diego Police Department and multiple enforcement agencies. This project also allows for the facility to be open to the public through the Revolver Club.,0,6800000,0,0,0,0,0
2021,Water - Distribution Sys - Transmission,256,Public Utilities,30th Street Pipeline Replacement,S12010,,,Council District: 3 8; Community Plan: Priority Category: Medium,31003591,31003592,"This project will replace approximately 5.11 miles of existing cast iron mains from Polk Avenue to Commercial Street. Also, it will update the transmission and distribution system in the University Heights (390 Zone) to meet its current and future needs.","This project will replace the cast iron pipe, provide supply reliability to the south end of the 390 Zone and improve water quality.",0,0,0,0,0,0,0
2021,Bldg - Water - Pump Stations,257,Public Utilities,69th & Mohawk Pump Station,S12011,2022,2022,Council District: 4 9; Community Plan: College Area; Mid-City: Eastern Area,15088593,15588594,This project will construct a new pump station at the corner of 69th Street and Mohawk Street. The new pump station will feed the 645 Redwood Village Pressure Zone.,This project will replace the existing 40-year-old Montezuma Pump Station for Redwood Village which is reaching the end of its lifecycle.,0,500000,0,0,0,0,0
2021,Bldg - Other City Facility / Structures,258,Public Utilities,Advanced Metering Infrastructure,S17008,2022,2025,Council District: Citywide; Community Plan: Citywide,68568576,126535325,"This project deploys Advanced Metering Infrastructure (AMI) technology to approximately 280,000 water meters citywide. The AMI technology allows water meters to be read electronically rather than by direct visual inspection by field staff, which improves the accuracy of the meter reads. AMI offers several benefits, including mitigating human error in meter readings, automatically detecting leaks, and allowing customers to monitor their own hourly water consumption. This enhances customer service and assists customers with water conservation. This project also helps to implement the City's Climate Action Plan.","This project streamlines the collection of water meter information, provides near real time data, assists with promptly solving water usage and billing questions and provides customers with a tool to conserve and manage their water consumption.",0,5427524,17844981,22276782,12417461,0,0
2021,Water - Distribution Sys - Transmission,259,Public Utilities,Alvarado 2nd Extension Pipeline,S12013,2022,2026,Council District: 2 7; Community Plan: Mission Valley; Mission Bay Park; Linda Vista,9224241,125000000,"The Alvarado 2nd Extension Pipeline project is proposing to build a new 48- inch and a 24-inch main, extending the existing Alvarado 2nd Pipeline westerly, connecting to the new 20-inch Pacific Beach Pipeline along West Mission Bay Dr. (approx. 6.42 miles). A 536 to 390 HGL Pressure Reducing Station (PRS) will be built along the new 30-inch pipeline at the Friars Rd. and Napa St. intersection. This project includes the replacement of all parallel 16-inch AC water mains. The AC mains run along Friars Rd. between Morena Blvd. and East of Mission Center Rd. (approx. 3.90 miles). Total length of this project is approximately 10.32 miles.","This project was driven by the need to provide redundant transmission to the coastal zones of La Jolla and Pacific Beach for supply reliability. The proposed Alvarado 2nd Pipeline Extension will be the main feed to Pacific Beach Zones. With the new pipeline feeding from the Alvarado Water Treatment Plant (WTP), the San Diego County Water Authority (CWA) treated water intake at San Diego Connection #11, which currently feeds those zones will be greatly reduced. This will also provide supply flexibility between the Alvarado and Miramar WTP Service Areas.",0,7500000,35000000,30000000,30000000,13275758,0
2021,Bldg - MWWD - Laboratories,260,Public Utilities,Alvarado Laboratory Improvements,S22000,2022,2027,Council District: 7; Community Plan: Navajo,0,90000000,"Renovate Alvarado Laboratory to meet State of CA Environmental Laboratory Accreditation Program (ELAP) standards. The lab building shall add 20,520 square feet, increasing footprint capacity from 52,595 to 73,115 square feet. New lab spaces shall create an “open design concept” to increase opportunities for communication and collaboration to house the City’s drinking water and wastewater chemistry and biology labs. In addition, new space capacity will also accommodate Industrial Wastewater Control Program and Water Systems Operation (WSO) Division staff at Alvarado.","ELAP standards are required to be met for the labs to analyze samples for multiple regulatory programs; failure to meet these standards could jeopardize laboratory certifications, effectively preventing the laboratories from conducting permit-required analyses. Lab testing groups can be reorganized to share common equipment, thus reducing needs for additional lab equipment. Labs shall have independently functioning climate control systems to minimize possibility of contamination from other lab systems.",0,600000,5855000,6836000,28264000,37840000,10605000
2021,Wastewater - Collection Sys - Trunk Swr,261,Public Utilities,Alvarado Trunk Sewer Phase IV,S15019,2024,2026,Council District: 7 9; Community Plan: Navajo; College Area,37079999,67000000,This project replaces and upsizes 3.12 miles of the Alvarado Trunk Sewer to provide additional capacity.,This trunk sewer will be upgraded with a larger pipe to improve capacity and condition.,0,0,0,13019000,10000000,6901000,0
2021,Bldg - Operations Facility / Structures,262,Public Utilities,Chollas Building,S11025,,,Council District: 4; Community Plan: Mid-City: Eastern Area,46051947,46051948,"This project will construct two new buildings: one two-story building for administration staff and a one-story maintenance shop. In addition, new compartment material storage bins will be constructed.",This project will allow for Water Operations Division to consolidate their staff in one central facility. The existing facility is not adequate for current needs and has surpassed the intended useful life of the structure.,0,0,0,0,0,0,0
2021,Bldg - Water - Pump Stations,263,Public Utilities,Cielo & Woodman Pump Station,S12012,2022,2023,Council District: 4; Community Plan: Southeastern (Encanto Neighborhoods),3877999,6878000,This project provides for the replacement of the existing Cielo and Woodman Pump Station with an 11 MGD capacity pump station and a backup generator. The Cielo & Woodman Pump Station works in conjunction with the Paradise Mesa Standpipe and three pressure regulating stations which are fed by San Diego County Water Authority connection SD#19.,This replacement of the existing deteriorating pump station and cast-iron mains will improve efficiency and reliability of the water system.,0,2000000,1000000,0,0,0,0
2021,Water - Distribution Sys - Transmission,264,Public Utilities,Corrosion Control,AKA00001,2022,2022,Council District: Citywide; Community Plan: Citywide,199999,500000,This annual allocation provides for renovating or replacing deteriorating corrosion control and monitoring systems throughout the City.,Deteriorating corrosion control and monitoring systems are in need of rehabilitation. This annual allocation provides for an ongoing program to rehabilitate over 600 existing corrosion protection stations.,0,300000,0,0,0,0,0
2021,Water - Distribution Sys - Distribution,265,Public Utilities,El Monte Pipeline No 2,S10008,2023,2025,Council District: 7 Non-City; Community Plan: Navajo; Non-City,6447999,24999951,This project consists of the replacement of two pipe segments as well as the repair of the Grossmont tunnel liner. This project also includes spot repair of pipe walls and joints for the pipeline and raising the air release and the air/vacuum relief valves above grade.,The replacement and repairs are needed to mitigate the potential of a pipeline failure and reduce leakage. The project allows for more reliable operation of the pipeline and therefore facilitate water transports between the San Vicente and El Capitan Reservoir to Lake Murray and the Alvarado Water Treatment Plant.,0,0,6200000,9299950,3052001,0,0
2021,Bldg - MWWD - Laboratories,266,Public Utilities,EMTS Boat Dock Esplanade,S00319,,,Council District: 2; Community Plan: Peninsula,3430850,3430851,This project provides for the design and construction of the Environmental Monitoring and Technical Services (EMTS) Laboratory Boat esplanade. Approximately 33 percent of all Metro Sewer Utility Fund,"Per the terms of the land transfer from the Federal Government, Metropolitan Wastewater Department (MWWD) designed and constructed a 40,000 square foot ocean monitoring laboratory which is now in operation. This project will fulfill the City's commitment to develop the esplanade as required.",0,0,0,0,0,0,0
2021,Bldg - MWWD - Laboratories,267,Public Utilities,Enviro Monitoring Tech Svcs Div Lab Remodel at NTC,S21003,2022,2026,Council District: 2; Community Plan: Peninsula,0,26000000,"This project will renovate, remodel, and reconfigure existing office and laboratory spaces, upgrade the structural system at strategic locations, and construction of a new high bay Ocean Operations building, including site improvement of existing parking lot on the Public Utilities, EMTS Division Lab located at the Naval Training Center (NTC) facility.","Upgrade and remodel offices and laboratory spaces to increase functionality, address recurring HVAC and mechanical issues, comply with structural and seismic code, and bring up to a level of a “world class” laboratory facility. The remodeled facility aims to comply with the State of California Environmental Laboratory Accreditation Program (ELAP) standards for a lab testing facility and to achieve the LEED Silver for Commercial Interiors.",0,1200000,1800000,7000000,10000000,6000000,0
2021,Water - Distribution Sys - Distribution,268,Public Utilities,Freeway Relocation,AKB00002,,,Council District: Citywide; Community Plan: Citywide,2371999,2372000,This annual allocation provides funding to relocate water lines in conflict with highway construction zones.,Waterline relocation is required by the State Department of Transportation's effort to expand the State Highway System. Relocation projects are accomplished in conjunction with highway projects,0,0,0,0,0,0,0
2021,Bldg - Water - Wells,269,Public Utilities,Groundwater Asset Development Program,ABM00001,2023,2026,Council District: Citywide; Community Plan: Citywide,2249999,2631494,"This annual allocation provides for investigation work related to legal, technical, regulatory, and water quality issues; and for the planning, design, and construction of groundwater facilities to increase the local water supply.","The City imports 85 percent of its water from the Colorado River and the State Water Project. The City has access to several under-utilized groundwater assets that could be developed to supply new yield, seasonal storage, or carryover storage.",0,0,72171,74410,76718,158195,0
2021,Wastewater - Collection Sys - Trunk Swr,270,Public Utilities,Harbor Drive Trunk Sewer,S18006,2022,2023,Council District: 3 8; Community Plan: Barrio Logan; Centre City,13791249,26500000,"This project will upsize the existing 12-inch, 15-inch, 18-inch, and 24-inch Harbor Drive Trunk Sewer from 12th Avenue and Imperial Avenue to Sewer Pump Station #5 (Beardsley Street and Harbor Drive) with 18-inch, 21-inch, and 30-inch diameter sewer mains for a total length of 4,650 lineal feet.","The Harbor Drive Trunk Sewer is constructed of Techite pipe, which is known to be a high risk for catastrophic failure. The replacement of this trunk sewer will address the structural integrity of the existing sewer mains and provide additional capacity to accommodate the future flows.",0,7253751,5454999,0,0,0,0
2021,Water - Distribution Sys - Distribution,271,Public Utilities,Instrumentation and Control,AKB00007,2023,2026,Council District: Citywide; Community Plan: Citywide,200000,6966234,This Annual Allocation provides for replacement and upgrades of the existing Supervisory Control and Data Acquisition (SCADA) equipment for the water distribution system.,The existing control system is outdated and exceeded its life cycle. This replacement will improve and enhance the control system capabilities as well as update the system to the current technology.,0,0,216514,744098,1534357,4271265,0
2021,Wastewater - Collection Sys - Trunk Swr,272,Public Utilities,Kearny Mesa Trunk Sewer,S20000,2022,2026,Council District: 6; Community Plan: Kearny Mesa,2499999,24888300,"This project involves the repair and rehabilitation of 7.89 miles of existing 12- inch to 36-inch deteriorated sewer pipes, repair/rehabilitation of 56 manholes and replacement of 2.18 miles of pipes ranging from 12-inch to 33-inch and 24 manholes. The scope also includes the abandonment of 3,012 feet of the existing 12-inch sewer mains and 8 manholes located in the northwest corridor of 52 Freeway and Interstate 15.",Replace and rehabilitate deteriorated sewer pipes and manholes.,0,1500000,300000,425000,9475000,10688300,0
2021,Water - Distribution Sys - Transmission,273,Public Utilities,La Jolla Scenic Drive 16inch Main,S12009,,,Council District: 1; Community Plan: La Jolla,11447999,11448000,"This project provides for replacement of 18,555 linear feet (3.51 miles) of existing 6-inch to 12-inch asbestos cement water main, and 1,573 linear feet (0.30 miles) of existing 8-inch polyvinyl chloride (PVC) water main and installation of 902 linear feet (0.17 miles) of 16-inch PVC transmission line between Soledad Mountain Road and the existing Mount Soledad Pump Station. In addition, it includes the installation of all associated water services, fire hydrants, curb ramps, traffic control, and abandon by slurry fill a total of 1,089 linear feet (0.21 miles) of existing 16-inch water main, of which 300 linear feet is ductile iron and 789 linear feet is asbestos cement. This project also includes the relocation of an existing pressure reducing station.",,0,0,0,0,0,0,0
2021,Water - Distribution Sys - Distribution,274,Public Utilities,La Jolla View Reservoir,S15027,2022,2025,Council District: 1; Community Plan: La Jolla,5580000,36752777,"This project will provide for the construction of a new 3.11 million gallons (MG) prestressed concrete reservoir. Also, it will install 2,800 feet of 30-inch pipeline and demolish the old La Jolla View Reservoir and the La Jolla Exchange Place Reservoir and Pump Station.","This project will replace the existing La Jolla View Reservoir which will improve water quality, set the new reservoir to appropriate health guidelines and improve fire flow capacity in the 610 Zone.",0,1637500,8512500,5635157,15387619,0,0
2021,Water - Distribution Sys - Transmission,275,Public Utilities,Large Diameter Water Transmission PPL,AKA00003,2022,2026,Council District: Citywide; Community Plan: Citywide,53408974,151380513,This annual allocation allows for the replacement of 16-inch and larger diameter water pipelines at various locations throughout the City.,This annual allocation provides for the replacement of large diameter pipelines that are deteriorated in condition or have reached the end of their service life.,0,22455439,18063047,13737928,12234322,31480803,0
2021,Bldg - MWWD - Treatment Plants,276,Public Utilities,MBC Dewatering Centrifuges Replacement,S00339,,,Council District: 6; Community Plan: Non-City,12422443,12422443,This project provides for the replacement of six of the eight existing dewatering centrifuges with six larger capacity units to better handle biosolid flows during maintenance of the centrifuges and its associated equipment and to handle larger future biosolid flows. The existing units are also near the end of their useful life. Approximately 33 percent of all Metro Sewer Utility Fund,"This project will increase the production capacity of the dewatering centrifuges to accommodate plant shutdowns for maintenance, and construction to accommodate future flows and to address diverse types of constraining operational factors that limit current capacity. To achieve the required capacity, the existing dewatering centrifuge units must be replaced with larger units.",0,0,0,0,0,0,0
2021,Bldg - MWWD - Treatment Plants,277,Public Utilities,MBC Equipment Upgrades,S17013,2022,2025,Council District: 6; Community Plan: Kearny Mesa,5890820,50487061,"Project consists of replacing aging equipment throughout various process areas to ensure the plant operates reliably. Improvements include installation of new raw solids feed pumps, replacement of existing thickening centrifuges, upgrades to anaerobic digesters, improvements to the sludge dewatering system and other upgrades. Approximately 33 percent of all Metro Sewer Utility Fund","To ensure that the plant operates reliably and efficiently, process equipment associated with anaerobic digestion and sludge dewatering must be replaced.",0,16928232,17180612,7094774,3392622,0,0
2021,Bldg - MWWD - Treatment Plants,278,Public Utilities,Metro Treatment Plants,ABO00001,2022,2026,Council District: 2 6 7 8; Community Plan: Peninsula; University; Tijuana River Valley,17712530,48124882,"This annual allocation provides for replacement or improvements of facilities at Metro Treatment Plants: Point Loma Wastewater Treatment Plant (PLWTP), North City Water Reclamation Plant (NCWRP), South Bay Water Reclamation Plant (SBWRP), and Metro Biosolids Center (MBC). Approximately 33 percent of all Metro Sewer Utility Fund",Various facilities require replacement due to increasing wastewater flows and to be compliant with current regulatory requirements. This annual allocation will be considered an enhancement to the facility and does not include operation and maintenance.,0,16377695,9281033,2051842,2148100,553682,0
2021,Bldg - MWWD - Pump Stations,279,Public Utilities,Metropolitan System Pump Stations,ABP00002,2022,2026,Council District: Citywide; Community Plan: Citywide,2876269,18893373,"This annual allocation provides for comprehensive upgrades, design modifications, and renovations or replacement of equipment such as pumps, valves, tanks, controls, odor control systems, etc. at Metropolitan System Pump Stations 1, 2, Otay River, and Grove Avenue. Approximately 33 percent of all Metro Sewer Utility Fund",These improvements will allow pump stations to run more efficiently and increase the reliability of the Metropolitan Wastewater System.,0,2735000,3319877,7068935,1074050,1819242,0
2021,Wastewater - Collection Sys - Trunk Swr,280,Public Utilities,,,2022,2026,Council District: Citywide; Community Plan: Citywide,30171087,64864242,"This annual allocation provides for the replacement of trunk sewers at various locations, including canyons, within the City limits. Approximately 33 percent of all Metro Sewer Utility Fund","This annual allocation provides for the upgrading of trunk sewers to improve the level of service to residents of the City of San Diego, and to comply with regulatory agencies by reducing the possibility of sewer spills.",0,1400000,4525138,8589976,15036703,5141337,0
2021,Bldg - Water - Standpipes,281,Public Utilities,Miramar Clearwell Improvements,S11024,,,Council District: 5; Community Plan: Scripps Miramar Ranch; Miramar Ranch North,120328743,120328744,"This project constructs two new potable water storage clearwells, associated piping and facilities for a total storage capacity of 58.3 million gallons (MG); removes existing Clearwell Nos. 1 and 2 and associated piping and facilities; constructs a new chlorine contact chamber with an adjoining lift station for a maximum plant capacity of 215 million gallons per day (mgd), a new maintenance building, a new guard house, and installs a one megawatt Photovoltaic System on the deck of Clearwell No. 2.",The existing clearwells were determined to have significant structural stability concerns. The lift station will improve filter performance and increase hydraulic grade line to 712 feet.,0,0,0,0,0,0,0
2021,Water - Distribution Sys - Distribution,282,Public Utilities,Montezuma,S11026,2023,2023,Council District: 7 9; Community Plan: College Area; Navajo,38867199,46223753,"This project will construct a new 66-inch pipeline from the Alvarado Water Treatment Plant Clearwells to the 69th and Mohawk pump station. Approximate pipeline length is 5,297 linear feet. This project also includes street resurfacing of 70th Street and Lake Murray Boulevard as part of a future reimbursement agreement with the City of La Mesa.","This project will give complete redundancy to the Trojan Pipeline and will add transmission capacity to all of San Diego south of Highway 8. The project will provide a back- up supply for the aging 54-inch Trojan Pipeline that currently supplies the Mid-City Pipeline west of the 63rd Street inter-tie, a second supply line to the largest region of the Alvarado Water Treatment Plant service area, and a back-up service that will allow the Trojan Pipeline to be removed from service for inspection. In addition, the project provides connections for a new 69th and Mohawk Pump Station to become the lead supply to the Redwood Village (645 Zone).",0,0,7356553,0,0,0,0
2021,Water - Distribution Sys - Transmission,283,Public Utilities,Morena Pipeline,S16027,2022,2024,Council District: 2 6 7; Community Plan: Linda Vista; Clairemont Mesa; Mission Valley,36236152,57734586,"This project will replace 19,765 feet of existing cast iron and asbestos cement 16-inch pipeline with 16-inch PVC and install 17,440 feet of new 36-inch steel pipeline (CML & C) along Morena Blvd from Friars Road to Balboa Avenue. Total length of this project is 38,012 feet.",This project was driven by the need to provide redundant transmission capacity to the coastal regions of Pacific Beach and La Jolla. This pipeline will also allow the beach areas to be fed by the Alvarado Water Treatment Plant which helps maximize local water resources.,0,2500000,12098708,6899725,0,0,0
2021,Bldg - MWWD - Treatment Plants,284,Public Utilities,NCWRP Improvements to 30 mgd,S17012,2022,2025,Council District: 1; Community Plan: University,5838429,39069117,"The North City Water Reclamation Plant (NCWRP) treats wastewater from several San Diego communities and distributes recycled water for irrigation and industrial purposes throughout the surrounding areas. The condition and hydraulic capacity of the existing equipment at the NCWRP has been assessed through the review and examination of the plant design drawings, operation and assessment. It was determined that improvements to the process equipment are needed in order to ensure the facility is capable of operating reliably at its design capacity of 30 million gallons per day (mgd). Approximately 33 percent of all Metro Sewer Utility Fund",,0,11649255,12683689,6225886,2671857,0,0
2021,Water - Distribution Sys - Transmission,285,Public Utilities,Otay 1st/2nd PPL West of Highland Avenue,S12016,,,Council District: 3 9; Community Plan: City Heights; North Park,29440499,29440500,"This project provides for replacement of the Otay 1st and 2nd Pipeline (west of Highland Avenue, along the existing Otay 2nd alignment). It will replace 26,090 linear feet of existing cast iron and asbestos cement transmission mains and distribution mains with new mains.",This project will replace the existing deteriorated cast iron pipe. The new pipeline will provide supply reliability and improve water quality.,0,0,0,0,0,0,0
2021,Water - Distribution Sys - Transmission,286,Public Utilities,Otay 2nd Pipeline Phase 4,S20001,2025,2027,Council District: Non-City; Community Plan: Non City,5799999,38008900,"This project will replace an existing portion of the Otay 2nd Pipeline in the County of San Diego and in the City of Chula Vista between Bonita Road (North end) and Telegraph Canyon Road (South end) and install a new distribution main to supply water to a number of existing customers currently connected directly into the main transmission pipeline. The work will replace approximately 16,910 linear feet of existing Otay 2nd steel piping with new 48” Cement Mortar Lined and Tape Coated piping, and construct approximately 1,041 linear feet of new 8” distribution piping to serve existing customers.",This project will replace and up-size existing deteriorated piping to provide supply reliability for the Alvarado service area and increase operational flexibility of the system. Several existing residential water connections will be transferred to the new 8” distribution pipe in compliance with the City’s design guidelines.,0,0,0,0,10000000,10000000,12208900
2021,Water - Distribution Sys - Transmission,287,Public Utilities,Otay 2nd Pipeline Steel Replacement Ph 5,S21000,2022,2027,Council District: 4; Community Plan: Mid-City: Eastern Area; Southeastern (Encanto Neighborhoods),99999,20129000,This project will replace the existing 36-inch Steel Cylinder Cement (CMLCS) pipe with 42-inch CMLCS pipe from Balboa Vista Drive south of Seifert Street to the intersection of 60th Street and Tooley Street. The project also includes a new tunneling segment under SR-94.,This project will replace and up-size existing deteriorated piping to provide supply reliability for the Alvarado service area and increase operational flexibility of the system. Seventeen existing residential water connections will be transferred to the new 8” distribution pipe in compliance with the City’s design guidelines.,0,1000000,2000000,1000000,500000,500000,15029000
2021,Water - Distribution Sys - Transmission,288,Public Utilities,Otay Second Pipeline Relocation-PA,S15016,2023,2025,Council District: Non-City; Community Plan: Non City,13096170,28093224,"This project is a participation agreement and will relocate 7.82 miles of potable water transmission pipelines from Otay Water Treatment to Olympic Parkway. The participation agreement outlines each segment of work, the City and Developer costs, and the","As the Otay Ranch Community develops, the existing Otay 2nd Pipeline, Otay 3rd Pipeline, South San Diego Pipeline No. 1, and South San Diego Pipeline No. 2 will be relocated into the City of Chula Vista’s public rights-of-way.",0,0,7750000,6053000,1194053,0,0
2021,Water - Distribution Sys - Transmission,289,Public Utilities,Pacific Beach Pipeline South (W),S12015,,,Council District: 2; Community Plan: Priority Category: Medium,41766932,41766933,"Replacement of approximately 7.8 miles of existing transmission and distribution mains known as Pacific Beach Pipeline along Ingraham Street, West Mission Bay Drive, Sports Arena Boulevard, Midway Drive, Enterprise Street, Pacific Highway, Kurtz Street, Hancock Street, California Street, West Walnut Avenue, Vine Street, and Kettner Boulevard from the Buena Vista Street and Ingraham Street intersection through the Upas and Kettner Boulevard intersection. The project also includes demolition of the existing Pacific Beach Reservoir, abandonment of existing 16-inch pipeline from this reservoir through Tourmaline Street and Foothill Boulevard, and replacement of adjacent water mains along West Mission Bay Drive from Mission Boulevard through Ingraham Street, along Hancock Street from Estudillo Street through Noell Street, along West Washington Street from Hancock Street through Pacific Highway, and along Anna Avenue from Pacific Highway to Lovelock Street.",,0,0,0,0,0,0,0
2021,Wastewater - Collection Sys - Main,290,Public Utilities,Pipeline Rehabilitation,AJA00002,2022,2026,Council District: Citywide; Community Plan: Citywide,99869345,130842744,This annual allocation provides for the rehabilitation and repair of deteriorated sewers and manholes at various locations within the Municipal Wastewater System.,"This annual allocation provides for the extension of the useful life of sewers and manholes, improvements in the level of service to the residents of San Diego, and compliance with regulatory agencies' standards by reducing the possibility of sewer spills.",0,3570220,3471654,559220,11507681,11864624,0
2021,Water - Distribution Sys - Transmission,291,Public Utilities,Pressure Reduction Facility Upgrades,AKA00002,2022,2026,Council District: Citywide; Community Plan: Citywide,3049999,8216188,This annual allocation provides for replacing existing pressure reducing stations or expanding pressure capacities to meet present and future water demands.,Increasing demands for water throughout the City requires pressure reducing stations to better control water pressure throughout the City's system. This annual allocation will continue to fund the replacement and expansion of pressure reduction facilities.,0,2142224,721712,744098,767179,790975,0
2021,Bldg - MWWD - Pump Stations,292,Public Utilities,PS2 Power Reliability & Surge Protection,S00312,2022,2022,Council District: 2; Community Plan: Peninsula,76100799,79100800,This project improves the reliability of Pump Station 2 and provides the required surge protection and backup power against an electrical outage in compliance with the Environmental Protection Agency (EPA) recommendation of standby power for essential facilities. This project also provides the required building upgrades (ADA compliant restrooms and offices). Approximately 33 percent of all Metro Sewer Utility Fund,"Sewer Pump Station 2 currently has three feeds from San Diego Gas and Electric (SDG&E). Two of the feeds are fed from the same substation. Neither of the two SDG&E substations provide 100% power to Pump Station 2. EPA guidelines recommend that facilities like Pump Station 2 be equipped with two separate and independent sources of electrical power provided from either two separate utility substations or from a single substation and a plant base generator. The current pump station electrical configuration does not comply with the EPA recommendations. Besides satisfying the EPA guidelines, it is also required that force main surge protection be provided at all times during pump station operation and in the event of a total power failure.",0,3000000,0,0,0,0,0
2021,Bldg - MWWD - Pump Stations,293,Public Utilities,Pump Station Restorations,ABP00001,2022,2026,Council District: Citywide; Community Plan: Citywide,14681515,41521315,This annual allocation provides for the replacement of deteriorated municipal pumping equipment and/or pipeline appurtenances.,Many existing sewer pump stations have reached or exceeded their anticipated service life.,0,1200000,866055,1637017,6352240,16784488,0
2021,Potable Reuse,294,Public Utilities,PURE Water Program,ALA00001,2022,2026,Council District: Citywide; Community Plan: Citywide,641824505,1459497212,"The Pure Water Program will be implemented in two phases. This annual allocation provides funding for Phase I of the Program and it includes the design and construction of several facilities including a 30 million gallons per day (mgd) Pure Water Facility, expansion of the existing North City Water Reclamation Plant from 30 mgd to 52 mgd, 30 mgd Pure Water Pump Station and Conveyance system to deliver pure water to Miramar Reservoir, and a 37 mgd pump station and forcemain on Morena Blvd, which will convey additional wastewater from the central area of San Diego to the North City Water Reclamation Plant. The Phase I project will also include an upgrade to the MBC Facility. The capacity and location of the Phase II Pure Water project will be determined once Phase II Pure Water Program validation is complete.",,0,354170544,220480793,130787517,95061927,17171925,0
2021,Bldg - Water - Pump Stations,295,Public Utilities,Rancho Bernardo Industrial Pump Stn Replacement,S21004,2022,2022,Council District: 5; Community Plan: Rancho Bernardo,99999,1750000,Construct a new Rancho Bernardo Industrial Pump Station (RBI PS) to meet future demand and fire flow in the Pomerado Park HGL 920 zone. This project also includes the demolition of the existing pump station.,The existing RBI PS needs to be replaced due to aging infrastructure and exceeded service life.,0,1650000,0,0,0,0,0
2021,Reclaimed Water System - Pipelines,296,Public Utilities,Recycled Water Systems Upgrades,AHC00004,,,Council District: Citywide; Community Plan: Citywide,50000,50000,This annual allocation provides for the upgrade and replacement of recycled water system components as necessary.,Replacement and upgrades are necessary for the ongoing operation of the recycled water system.,0,0,0,0,0,0,0
2021,Bldg - MWWD - Treatment Plants,297,Public Utilities,SBWR Plant Demineralization,S00310,,,Council District: 8; Community Plan: Tijuana River Valley,5973694,5973695,This project provides demineralization of reclaimed water using the Electrodialysis Reversal (EDR) process. The project relocated two trailer mounted EDR units from the North City Water Reclamation Plant to the South Bay Water Reclamation Plant to reduce the Total Dissolved Solids (TDS) in the reclaimed water. Approximately 33 percent of all Metro Sewer Utility Fund,The majority of reclaimed water is used for irrigation. Demineralization reduces the level of total dissolved solids in the reclaimed water.,0,0,0,0,0,0,0
2021,Bldg - Other City Facility / Structures,298,Public Utilities,Sewer CIP Emergency Reserve,ABT00007,,,Council District: Citywide; Community Plan: Citywide,10000000,10000000,This project is an emergency capital reserve intended to be used for emergency capital needs.,This reserve is required to comply with the City's reserve policy 100-20.,0,0,0,0,0,0,0
2021,Wastewater - Collection Sys - Main,299,Public Utilities,Sewer Main Replacements,AJA00001,2022,2026,Council District: Citywide; Community Plan: Citywide,298254090,616094170,This annual allocation provides for the replacement of deteriorated and undersized sewer mains at various locations within the Municipal Wastewater System.,This annual allocation provides for the replacement of sewer mains that are in a deteriorated condition or are undersized.,0,80334255,65559480,83521001,46845596,41579747,0
2021,Wastewater - Collection Sys - Trunk Swr,300,Public Utilities,South Mission Valley Trunk Sewer Ph II,S21002,2022,2026,Council District: 7; Community Plan: Mission Valley,100000,14000000,"This project replaces approximately 1,800 Linear Feet (LF) of 24-inch with new 27-inch sewer mains, 800 LF of 24-inch with new 36-inch sewer mains, 6,900 LF of 27-inch with new 36-inch sewer mains, and installs new sewer mains of approximately 3,700 LF of 10-inch, 300 LF of 15-inch and 100 LF of 18-inch. Total miles are 2.6 and mains range from 15-inch to 36-inch.",This project is needed for inadequate capacity and potential sewer overflows.,0,1000000,2500000,7000000,2400000,1000000,0
